text,intent,language
Tell me my procurement centre,CENTRE_INFO,en
How can I book a slot?,BOOKING_HELP,en
Kya main apni booking cancel kar sakta hoon?,CANCEL_BOOKING,hi_roman
Meri booking ka token kya hai?,TOKEN_NUMBER,hi_roman
Tell me the current serving token,CURRENT_SERVING,en
स्लॉट बुक करने का तरीका बताओ,BOOKING_HELP,hi
Meri bari se pehle kitne kisan hain?,QUEUE_POSITION,hi_roman
Token ki info chahiye,TOKEN_NUMBER,hinglish
मेरी बुकिंग की स्थिति क्या है?,BOOKING_STATUS,hi
Selected crop batao,CROP_INFO,hinglish
Give me some help,HELP,en
Mere token ki jankari do,TOKEN_NUMBER,hi_roman
Meri slot booking hatao,CANCEL_BOOKING,hinglish
Mera token kya hai bhai?,TOKEN_NUMBER,hinglish
मेरी बुकिंग सत्यापित करो,BOOKING_STATUS,hi
मुझे स्लॉट चाहिए,BOOKING_HELP,hi
Slot booking help please,BOOKING_HELP,en
माझा स्लॉट मंजूर झाला का?,BOOKING_STATUS,mr
Tumchya suvidha kay aahet?,HELP,mr_roman
स्लॉट कसा रिजर्व करायचा?,BOOKING_HELP,mr
Centre information please,CENTRE_INFO,en
How do I book a procurement slot?,BOOKING_HELP,en
Centrechi mahiti havi aahe,CENTRE_INFO,mr_roman
Konte utpadan book aahe?,CROP_INFO,mr_roman
Avashyak kagadpatre sanga,DOCUMENTS,mr_roman
Where is my assigned procurement location?,CENTRE_INFO,en
Kaunse kagaz leke aane hain?,DOCUMENTS,hinglish
Aur kitna wait karna hai?,WAITING_TIME,hi_roman
माझी बुकिंग रद्द होऊ शकते का?,CANCEL_BOOKING,mr
नमस्कार सहाय्यक,GREETING,mr
मी कोणते पीक बुक केले आहे?,CROP_INFO,mr
मदतीचे पर्याय दाखवा,HELP,mr
Pikachi mahiti havi aahe,CROP_INFO,mr_roman
How can I cancel this slot?,CANCEL_BOOKING,hinglish
Which documents should I keep ready?,DOCUMENTS,en
मेरी बुकिंग सफल हुई है?,BOOKING_STATUS,hi
मला स्लॉट कॅन्सल करायचा आहे,CANCEL_BOOKING,mr
Mere booking ka token batao,TOKEN_NUMBER,hinglish
कौन से पेपर लाने होंगे?,DOCUMENTS,hi
Meri bari kitne minutes mein aayegi?,WAITING_TIME,hi_roman
Aap kya kya kar sakte hain?,HELP,hi_roman
Hello ma'am,GREETING,hi_roman
Mi tumhala kay vicharu shakto?,HELP,mr_roman
Hello ma'am,GREETING,en
Aur kitna wait karna hai?,WAITING_TIME,hinglish
कौन सा उत्पाद बुक है?,CROP_INFO,hi
Kya mera slot approve hua hai?,BOOKING_STATUS,hi_roman
Sadhyacha serving number kay aahe?,CURRENT_SERVING,mr_roman
नमस्कार QueueKisan,GREETING,hi
कौन से पेपर चाहिए?,DOCUMENTS,hi
Is time kaunsa token hai?,CURRENT_SERVING,hi_roman
Line mein meri position kya hai?,QUEUE_POSITION,hinglish
माझी बुकिंग कन्फर्म आहे का?,BOOKING_STATUS,mr
Please check my waiting time,WAITING_TIME,en
Which produce is booked?,CROP_INFO,en
करंट टोकन बताओ,CURRENT_SERVING,hi
Where is my booking centre?,CENTRE_INFO,en
Majhi booking verify kara,BOOKING_STATUS,mr_roman
Ha slot radd karaycha aahe,CANCEL_BOOKING,mr_roman
My crop details please,CROP_INFO,en
I forgot my token number,TOKEN_NUMBER,en
Chat start karein,GREETING,hinglish
Maza token dakhva,TOKEN_NUMBER,mr_roman
इस समय कौन सा नंबर लिया जा रहा है?,CURRENT_SERVING,hi
Booking kahan se cancel hogi?,CANCEL_BOOKING,hi_roman
Majhyasathi konta token aahe?,TOKEN_NUMBER,mr_roman
Where is my token in the queue?,QUEUE_POSITION,en
माझी बुकिंग पडताळा,BOOKING_STATUS,mr
Show the crop in my booking,CROP_INFO,en
अभी कौन सा नंबर बुलाया गया है?,CURRENT_SERVING,hi
बुकिंग कैसे करनी है?,BOOKING_HELP,hi
Cancel booking please,CANCEL_BOOKING,en
Mere token ki information chahiye,TOKEN_NUMBER,hi_roman
Abhi kaunsa number chal raha hai?,CURRENT_SERVING,hi_roman
QueueKisan बद्दल काय विचारू शकतो?,HELP,mr
कोणता टोकन सर्व्ह होत आहे?,CURRENT_SERVING,mr
Hello farmer assistant,GREETING,hinglish
Konti kagadpatre lagtat?,DOCUMENTS,mr_roman
Cancel karne ke liye kya karna hoga?,CANCEL_BOOKING,hinglish
माझ्याआधी किती लोकांची पाळी येईल?,QUEUE_POSITION,mr
Tumhi mala madat karu shakta ka?,GREETING,mr_roman
मेरा सेंटर कहाँ है?,CENTRE_INFO,hi
Booking kuthun suru karaychi?,BOOKING_HELP,mr_roman
Booking cancel possible hai kya?,CANCEL_BOOKING,hinglish
Meri queue place batao,QUEUE_POSITION,hinglish
Meri booking ka kya hua?,BOOKING_STATUS,hinglish
क्या आप मेरी फसल बता सकते हैं?,CROP_INFO,hi
हाय QueueKisan,GREETING,mr
Majhyavarti kiti token aahet?,QUEUE_POSITION,mr_roman
Centre par mujhe kya lana hai?,DOCUMENTS,hi_roman
Which token is active at the centre?,CURRENT_SERVING,hinglish
कितने लोगों की बारी पहले आएगी?,QUEUE_POSITION,hi
Main apni booking kaise cancel karun?,CANCEL_BOOKING,hi_roman
Wait time batao,WAITING_TIME,hi_roman
Sadhya konta token serve hot aahe?,CURRENT_SERVING,mr_roman
Hey there,GREETING,en
Hello QueueKisan,GREETING,en
Expected wait time kya hai?,WAITING_TIME,hinglish
Centre par kaunse documents lagenge?,DOCUMENTS,hi_roman
Meri bari kab hogi?,WAITING_TIME,hinglish
What did I book for procurement?,CROP_INFO,en
Booking status chahiye,BOOKING_STATUS,hi_roman
Tumhi shetkaryanna kashi madat karta?,HELP,mr_roman
What documents are required?,DOCUMENTS,en
Please help cancel slot,CANCEL_BOOKING,hinglish
Abhi kaunsa token serve ho raha hai?,CURRENT_SERVING,hinglish
मुझे क्या लेकर आना है?,DOCUMENTS,hi
Which procurement centre do I have?,CENTRE_INFO,en
केंद्र पर कौन से दस्तावेज लगेंगे?,DOCUMENTS,hi
मी रांगेत कुठे आहे?,QUEUE_POSITION,mr
माझ्या पिकाची माहिती द्या,CROP_INFO,mr
Please cancel my booking,CANCEL_BOOKING,en
How many farmers are waiting before me?,QUEUE_POSITION,en
Mera procurement centre kaunsa hai?,CENTRE_INFO,hi_roman
माझ्या पाळीला किती वेळ आहे?,WAITING_TIME,mr
Majhya pudhe kiti shetkari aahet?,QUEUE_POSITION,mr_roman
Tell me my token number,TOKEN_NUMBER,en
Kaunse documents necessary hain?,DOCUMENTS,hi_roman
Slot kahan se book hoga?,BOOKING_HELP,hi_roman
मेरा क्यू पोजीशन क्या है?,QUEUE_POSITION,hi
Mera wait time kitna hai?,WAITING_TIME,hinglish
आत्ता कोणता नंबर चालू आहे?,CURRENT_SERVING,mr
Meri crop details kya hain?,CROP_INFO,hinglish
Hi assistant,GREETING,hinglish
Slot kaise book karein?,BOOKING_HELP,hinglish
Meri booking ka centre kya hai?,CENTRE_INFO,hinglish
Mi maze peek kuthe gheun jau?,CENTRE_INFO,mr_roman
माझ्या बुकिंगचा नंबर कोणता आहे?,TOKEN_NUMBER,mr
Majhya bookingcha status kay aahe?,BOOKING_STATUS,mr_roman
What is the process to book?,BOOKING_HELP,en
Mere token se kaunsi crop judi hai?,CROP_INFO,hi_roman
टोकन सर्व होने में कितना समय है?,WAITING_TIME,hi
Waiting time check karo,WAITING_TIME,hinglish
Maine kaunsi fasal book ki hai?,CROP_INFO,hi_roman
यह बुकिंग हटानी है,CANCEL_BOOKING,hi
Hi assistant,GREETING,mr_roman
Tumhi majhi kashi madat karu shakta?,HELP,mr_roman
I want to know my token,TOKEN_NUMBER,en
Main line mein kahan hoon?,QUEUE_POSITION,hi_roman
टोकन नंबर चेक करना है,TOKEN_NUMBER,hi
हा असिस्टंट माझी कशी मदत करेल?,HELP,mr
माझा टोकन काय आहे?,TOKEN_NUMBER,mr
What help do you provide?,HELP,hinglish
Hi QueueKisan,GREETING,hinglish
Majhyasathi konte centre nivadle aahe?,CENTRE_INFO,mr_roman
Please check my wait time,WAITING_TIME,hinglish
Slot kahan se book hoga?,BOOKING_HELP,hinglish
Meri line position dikhao,QUEUE_POSITION,hinglish
Zaroori documents kaunse hain?,DOCUMENTS,hi_roman
Documents havi aahet,DOCUMENTS,mr_roman
Where can I cancel my booking?,CANCEL_BOOKING,en
Tumhi kay karu shakta?,HELP,mr_roman
Booked crop check karo,CROP_INFO,hinglish
Where is my token number?,TOKEN_NUMBER,en
Mujhe slot cancel karna hai,CANCEL_BOOKING,hi_roman
मुझे एक स्लॉट शेड्यूल करना है,BOOKING_HELP,hi
Meri booking ke liye kaunse documents chahiye?,DOCUMENTS,hi_roman
Meri bari kab hogi?,WAITING_TIME,hi_roman
Mala maza token hava aahe,TOKEN_NUMBER,mr_roman
कोणते कागद सोबत आणू?,DOCUMENTS,mr
मला कोणते पुरावे आणायचे?,DOCUMENTS,mr
What produce did I book?,CROP_INFO,en
Mala konta token milala aahe?,TOKEN_NUMBER,mr_roman
Booking mein help karoge?,HELP,hinglish
Mala kay gheun yayche?,DOCUMENTS,mr_roman
Which centre is selected for me?,CENTRE_INFO,hinglish
मेरे आगे कितने लोग हैं?,QUEUE_POSITION,hi
Majhi procurement booking confirm aahe ka?,BOOKING_STATUS,mr_roman
क्या आप मेरा टोकन बता सकते हैं?,TOKEN_NUMBER,hi
How do I book my crop slot?,BOOKING_HELP,en
I want to check my booking,BOOKING_STATUS,en
Main kitne number par hoon?,QUEUE_POSITION,hinglish
What should I bring with me?,DOCUMENTS,en
Mere procurement centre ki information do,CENTRE_INFO,hi_roman
Meri crop ki information do,CROP_INFO,hi_roman
I need assistance,HELP,en
Document requirement kya hai?,DOCUMENTS,hinglish
मी खरेदीसाठी काय बुक केले?,CROP_INFO,mr
मी अॅपमधून स्लॉट बुक करू शकतो का?,BOOKING_HELP,mr
Kya aap mujhe guide kar sakte hain?,HELP,hi_roman
मला मदत हवी आहे,HELP,mr
QueueKisan ke baare mein kya pooch sakta hoon?,HELP,hi_roman
Main queue mein kaha hoon?,QUEUE_POSITION,hinglish
बुकिंग वापस कैसे लें?,CANCEL_BOOKING,hi
Main booking kaise karun?,BOOKING_HELP,hi_roman
Help me,HELP,hinglish
Meri queue position kya hai?,QUEUE_POSITION,hinglish
स्लॉट बुक करने में मदद करें,BOOKING_HELP,hi
Help please,HELP,hinglish
बुकिंग रद्द करने में मदद चाहिए,CANCEL_BOOKING,hi
I need support,HELP,en
Mere aage kitne kisan wait kar rahe hain?,QUEUE_POSITION,hi_roman
Tumhi maze centre sangu shakta ka?,CENTRE_INFO,mr_roman
प्रोक्योरमेंटची वेळ कशी निवडायची?,BOOKING_HELP,mr
Mere centre ka naam bataiye,CENTRE_INFO,hi_roman
Majhyasathi konte peek nivadale aahe?,CROP_INFO,mr_roman
मेरी बुकिंग किस फसल के लिए है?,CROP_INFO,hi
माझ्या पुढे किती टोकन आहेत?,QUEUE_POSITION,mr
Hey QueueKisan,GREETING,mr_roman
Main yahan hoon,GREETING,hi_roman
मेरे स्लॉट के लिए कौन सी फसल है?,CROP_INFO,hi
Which crop is my booking for?,CROP_INFO,en
प्रोक्योरमेंट बुकिंग कैसे रद्द करें?,CANCEL_BOOKING,hi
मला बुकिंगची मदत हवी आहे,BOOKING_HELP,mr
क्यूमध्ये माझी जागा कोणती?,QUEUE_POSITION,mr
Which crop did I select?,CROP_INFO,hinglish
I need support,HELP,hinglish
कौन सा टोकन एक्टिव है?,CURRENT_SERVING,hi
What procurement location is assigned to me?,CENTRE_INFO,en
Meri reservation confirm hai?,BOOKING_STATUS,hinglish
Meri bari ka estimated time kya hai?,WAITING_TIME,hinglish
माझा वेटिंग टाइम तपासा,WAITING_TIME,mr
Mala slot book karaycha aahe,BOOKING_HELP,mr_roman
फसल की जानकारी चाहिए,CROP_INFO,hi
Slot cancel karne ka tareeka bataiye,CANCEL_BOOKING,hi_roman
Mala slot hava aahe,BOOKING_HELP,mr_roman
Majhya procurement centrechi mahiti dya,CENTRE_INFO,mr_roman
हैलो,GREETING,hi
कोणते कागद आणायचे?,DOCUMENTS,mr
Queue mein mera place kya hai?,QUEUE_POSITION,hi_roman
मैं कतार में कितने नंबर पर हूँ?,QUEUE_POSITION,hi
Tell me available help,HELP,hinglish
Help please,HELP,mr_roman
Mujhe kya lekar aana hai?,DOCUMENTS,hi_roman
मुझे कितनी देर इंतजार करना होगा?,WAITING_TIME,hi
Maze kharedi kendra konte aahe?,CENTRE_INFO,mr_roman
Majhya paliaadhi kiti shetkari aahet?,QUEUE_POSITION,mr_roman
Show my crop,CROP_INFO,en
Majhya bookingmadhe konte peek nondale aahe?,CROP_INFO,mr_roman
Garjechi kagadpatre konti?,DOCUMENTS,mr_roman
Maze reservation cancel karayche aahe,CANCEL_BOOKING,mr_roman
मुझे बुकिंग कैंसलेशन की मदद चाहिए,CANCEL_BOOKING,hi
Now serving token sanga,CURRENT_SERVING,mr_roman
मैंने कौन सी फसल चुनी?,CROP_INFO,hi
माझ्या बुकिंगमध्ये कोणते पीक नोंदले आहे?,CROP_INFO,mr
सध्याचा सर्व्हिंग टोकन सांगा,CURRENT_SERVING,mr
मेरी लाइन की स्थिति बताओ,QUEUE_POSITION,hi
बुक केलेले पीक दाखवा,CROP_INFO,mr
Mera slot schedule kaise karu?,BOOKING_HELP,hinglish
Maza centre kuthe aahe?,CENTRE_INFO,mr_roman
Queue mein mera number kya hai?,QUEUE_POSITION,hi_roman
Good evening,GREETING,hinglish
Cancel booking please,CANCEL_BOOKING,hinglish
How do I reserve a slot?,BOOKING_HELP,en
What can I ask?,HELP,hinglish
What token is being processed now?,CURRENT_SERVING,en
मुझे सपोर्ट चाहिए,HELP,hi
Mera booking status batao,BOOKING_STATUS,hinglish
वर्तमान में किस टोकन की सेवा हो रही है?,CURRENT_SERVING,hi
Current token konta aahe?,CURRENT_SERVING,mr_roman
Tell me my current booking status,BOOKING_STATUS,en
Which crop is selected for me?,CROP_INFO,en
Booking radd karanyasathi madat havi aahe,CANCEL_BOOKING,mr_roman
मेरी बुकिंग के बारे में बताओ,BOOKING_STATUS,hi
Help options dikhao,HELP,hi_roman
माझे बुक केलेले पीक तपासा,CROP_INFO,mr
Mala ajun kiti vel thambave lagel?,WAITING_TIME,mr_roman
Maza slot barobar aahe ka?,BOOKING_STATUS,mr_roman
Required papers please,DOCUMENTS,hinglish
माझा टोकन नंबर काय आहे?,TOKEN_NUMBER,mr
Cancel karne ka process kya hai?,CANCEL_BOOKING,hi_roman
Which token is on the counter?,CURRENT_SERVING,en
कोणती कागदपत्रे लागतात?,DOCUMENTS,mr
Good afternoon,GREETING,en
Documents ki information chahiye,DOCUMENTS,hi_roman
Main queue mein kahan khada hoon?,QUEUE_POSITION,hi_roman
Tumhi kay karu shakta?,HELP,mr_roman
Check whether my slot is confirmed,BOOKING_STATUS,en
Current token kaunsa hai?,CURRENT_SERVING,hinglish
क्या मेरी बुकिंग रद्द हो सकती है?,CANCEL_BOOKING,hi
Majhi queue position check kara,QUEUE_POSITION,mr_roman
माझ्यासाठी कोणते खरेदी केंद्र आहे?,CENTRE_INFO,mr
Slot kaise cancel karein?,CANCEL_BOOKING,hinglish
माझी बुकिंग कोणत्या पिकासाठी आहे?,CROP_INFO,mr
What paperwork do I need?,DOCUMENTS,en
खरेदीसाठी कोणती कागदपत्रे हवीत?,DOCUMENTS,mr
What proof should I carry?,DOCUMENTS,en
What can you do for farmers?,HELP,hinglish
माझी बुकिंग यशस्वी झाली का?,BOOKING_STATUS,mr
Meri turn kitne minute mein hai?,WAITING_TIME,hinglish
मेरी बुक की फसल चेक करो,CROP_INFO,hi
मेरे टोकन की जानकारी दो,TOKEN_NUMBER,hi
Good afternoon,GREETING,hinglish
माझ्या बुकिंगची माहिती सांगा,BOOKING_STATUS,mr
हॅलो चॅटबॉट,GREETING,mr
Majhi booking cancel kara,CANCEL_BOOKING,mr_roman
मेरे आगे कितने किसान हैं?,QUEUE_POSITION,hi
Abhi kaunsa token chal raha hai?,CURRENT_SERVING,hinglish
Kitna time baki hai?,WAITING_TIME,hinglish
What token did I get?,TOKEN_NUMBER,en
Counter par kaunsa token hai?,CURRENT_SERVING,hinglish
हैलो मैडम,GREETING,hi
Mi maza token kuthe pahu shakto?,TOKEN_NUMBER,mr_roman
Mera token number kahan hai?,TOKEN_NUMBER,hi_roman
अभी कौन सा टोकन सर्व हो रहा है?,CURRENT_SERVING,hi
हॅलो असिस्टंट,GREETING,mr
Mujhe guidance chahiye,HELP,hinglish
Slot radd karta yeto ka?,CANCEL_BOOKING,mr_roman
Mi konte utpadan book kele?,CROP_INFO,mr_roman
Hi QueueKisan,GREETING,mr_roman
मेरे लिए कौन सा बाजार केंद्र है?,CENTRE_INFO,hi
Yeh slot cancel karna hai,CANCEL_BOOKING,hi_roman
What is the estimated waiting time?,WAITING_TIME,en
Majhya aadhi kiti lokanchi pali aahe?,QUEUE_POSITION,mr_roman
Main kaunsi fasal centre par le jaaun?,CROP_INFO,hi_roman
मुझे कौन से दस्तावेज चाहिए?,DOCUMENTS,hi
बुकी हुई फसल दिखाओ,CROP_INFO,hi
What documents are required at the centre?,DOCUMENTS,en
What is the current waiting time?,WAITING_TIME,en
How much time before my token is served?,WAITING_TIME,en
शुभ दिवस,GREETING,mr
Token number sanga,TOKEN_NUMBER,mr_roman
What papers are needed?,DOCUMENTS,en
Booking ka process kya hai?,BOOKING_HELP,hi_roman
Mujhe apna token chahiye,TOKEN_NUMBER,hinglish
Kay anane avashyak aahe?,DOCUMENTS,mr_roman
I need to book a slot,BOOKING_HELP,en
Token dikha do please,TOKEN_NUMBER,hinglish
What information can you provide?,HELP,en
जो टोकन अभी चल रहा है वह कौन सा है?,CURRENT_SERVING,hi
प्रोक्योरमेंट स्लॉट कैसे बुक करें?,BOOKING_HELP,hi
हैलो जी,GREETING,hi
Token number show karo,TOKEN_NUMBER,hinglish
What is my waiting time?,WAITING_TIME,en
How can I cancel my slot?,CANCEL_BOOKING,en
Kontya kendravar hajar rahayche?,CENTRE_INFO,mr_roman
